Name	Set	Imagefile	Color	Rarity	Cost	Class	Type	Range	Attack	Support	Skill#1	Skill#2	Skill#3	Skill#4	
Fire Dragon, Ferocious Beast	CC02	CC02-09.jpg	Purple	Custom	7	Fire Dragon	Dragonstone/Dragon	1-3	80	0	Burning Rage |AUTO| When this unit is deployed, send all cards that are both <Purple> and <Dragonstone> in your Retreat Area to the Boundless Area.	Flametongue |AUTO| When this unit attacks, until the end of this combat, the defending unit loses all non-|SPEC| skills and the attack of the defending unit becomes 0.	Behind the Dragon's Gate |SPEC| If this card is placed in your Support Area, place this card on the bottom of your Deck.	-
Marcus, Honorable Knight Captain	CC02	CC02-10.jpg	Purple	Custom	4(3)	Paladin	Male/Lance/Beast	1	70	10	Protective Knight |CONT| Your Main Character cannot be destroyed by enemy skills or by attacks from enemies with a Deployment Cost of 1.	Loyal Follower |ACT| If this unit is in a different Area than your Main Character, move this unit.	Sturdy Combatant |CONT| If your Main Character is in the same area as this unit, this unit cannot be moved or destroyed by enemy skills.	-
Nino, Descendent of Great Magic	CC02	CC02-11.jpg	Purple	Custom	4(3)	Sage	Female/Tome	1-2	60	20	Practiced Magic |AUTO| [Once Per Turn] During your turn, when a card with "Magic Emblem" activates its support skill, draw 1 card. If you do, choose 1 card from your hand, and send it to the Retreat Area.	Fighting for Her Family |ACT| [Once Per Turn] [Reveal 1 card from your hand and place it on top of your Deck] Until the end of the turn, this unit gains +20 attack.	Doing my best! |AUTO| At the end of your turn, if this unit used both "Practiced Magic" and "Fighting for Her Family" this turn, draw 1 card.	-
Nino, Caring Mage	CC02	CC02-12.jpg	Purple	Custom	1	Mage	Female/Tome	1-2	30	20	Eager Apprentice |CONT| During your turn, allied "Jaffar" gains +10 attack.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.
Jaffar, Ruthless Blade	CC02	CC02-13.jpg	Purple	Custom	3(2)	Assasin	Male/Sword	1	60	10	Merciless Assassin |CONT| During your turn, if the card supporting this unit has a Support skill, this unit gains +20 attack.	Fighting to Protect |ACT| [Send 1 "Nino" from your hand to the Retreat Area] Until the end of the turn, this unit's attacks cannot be evaded by non-Main Character enemies.	-	|DEF SUPP| Guardian Angel: If your defending unit is "Nino", then she cannot be destroyed by this attack.
Erk, Student of Magic	CC02	CC02-14.jpg	Purple	Custom	1	Mage	Male/Tome	1-2	30	20	Studious Mage |AUTO| If the card supporting this unit is a <Tome> or <Staff>, draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.
Erk, Skilled Sage	CC02	CC02-15.jpg	Purple	Custom	4(3)	Sage	Male/Tome	1-2	60	20	Exemplary Student of Magic |CONT| During your turn, all other <Tome> allies gain +10 attack.	Die-hard Researcher |ACT| [Once Per Turn] [Send 1 card from your hand to the Retreat Area] Draw 1 card. If you have another <Tome> or <Staff> ally, until the end of the turn, this unit gains +10 attack.	Make yourself useful |ACT| [Tap 1 allied "Serra"] Choose 1 card with "Magic Emblem" from your Retreat Area, and place it on top of your Deck.	-
Serra, Hapless Healer	CC02	CC02-16.jpg	Purple	Custom	1	Cleric	Female/Staff	-	20	20	Heal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-"Serra" card from your Retreat Area, and add it to your hand.	Protect Me! |CONT| Allied "Erk" gains +10 attack.	-	|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent's attacking unit cannot Critical Hit.
Hawkeye, Nabata Guardian	CC02	CC02-17.jpg	Purple	Custom	4(3)	Berserker	Male/Axe	1	70	10	Nimble Guardian |AUTO| At the start of either player's turn, you may move this unit.	Desert Wanderer |AUTO| Each time this unit is moved, until the end of the turn, this unit gains +10 attack.	Raging Killing Axe |ACT| [Flip 1 Bond face-down] Until the end of the turn, the number of Orbs this unit's attacks destroy becomes 2. This skill is only usable if this unit has moved in this turn.	-
Leila, Brave Ostian Spy	CC02	CC02-18.jpg	Purple	Custom	4(3)	Assassin	Female/Sword	1	70	10	Lockpick |ACT| [Once Per Turn] Reveal the topmost card of your opponent's Deck. You may send that card to the Retreat Area.	Spy's Report |AUTO| Each time your opponent reveals a card from their Deck via a skill's effect, choose 1 ally. Until the end of the turn, that ally gains +10 attack.	-	|ATK SUPP| Deep Infiltration: Reveal the 3 topmost cards of your opponent's Deck. Choose any number of those cards and send them to the Retreat Area, then place the remaining cards on top of the their Deck in any order.
Canas, Peerless Dark Scholar	CC02	CC02-19.jpg	Purple	Custom	4(3)	Druid	Male/Tome	1-2	60	20	Empowering Ancient Arts |AUTO| Each time a card is sent from either player's hand to the Retreat Area by the effect of a skill, until the end of the turn, this unit gains +10 attack.	Dark Magical Research |AUTO| [Flip 2 Bonds face-down] At the start of your Action Phase, if your opponent's Main Character is Levelled up. You may pay the cost and if you do: You and your opponent send all cards in your respective hands to the Retreat Area, then draw the same number of cards sent.	-	-
Bramimond, Enigmatic Legend	CC02	CC02-20.jpg	Purple	Custom	4(3)	Bramimond	Tome	1-2	60	20	Great Sealing |ACT| [Flip 2 Bonds face-down] Until the end of your opponent's turn, if this unit or an opponent's card would be sent to the Retreat Area, it is instead sent to the Boundless Area.	Deep Darkness: Apocalypse |AUTO| When this unit attacks, until the end of this combat, all units lose all |CONT| skills.	Null Energy |SPEC| While this card is in the Support Area, all Support Skills fail.	-
Dart, Daring Pirate	CC02	CC02-21.jpg	Purple	Custom	2	Pirate	Male/Axe	1	40	10	Fighter's Spirit |CONT| During your turn, this unit gains +20 attack.	Pirate's Hand Axe |AUTO| When this unit is deployed, until the end of the turn, this unit acquires range 1-2.	-	|ATK SUPP| Looting Piracy: Draw 2 cards. Choose 2 cards from your hand, and send them to the Retreat Area.
Sonia, Heartless Morph	CC02	CC02-22.jpg	Purple	Custom	1	Mage	Female/Tome	1-2	30	20	Cruel Spellcraft |AUTO| [Once Per Turn] When your opponent's Support card fails to support an enemy, until the end of the turn, this unit gains +20 attack.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.
Ephidel, Evil in the Shadows	CC02	CC02-23.jpg	Purple	Custom	3(2)	Sage	Male/Tome	1-2	50	20	Dark Plans |AUTO| When this unit's attack destroys an enemy, you may choose 1 card from your opponent's Retreat Area, and place it on top of their Deck.	-	-	|DEF SUPP| Dark Evasion: [Flip 1 Bond face-down] You may pay the cost, and if you do: Your opponent's Support fails and is sent to the Retreat Area.
Kishuna, Cursed Magical Seal	CC02	CC02-24.jpg	Purple	Custom	2	Magic Seal	Male	-	0	20	Magical Nullification |CONT| This unit cannot be destroyed by <Tome> enemies's attacks or skills.	Anti-Magical Field |AUTO| [Tap this unit] When an ally is attacked by a <Tome>, you may pay the cost and if you do: This unit is attacked instead of that ally.	Passive Presence |CONT| If your opponent has 4 or fewer Bond cards, this unit's "Anti-Magical Field" is unable to trigger when your opponent's Main Character attacks.	-
Farina, Mercantile Pegasus Knight	CC02	CC02-25.jpg	Purple	Custom	4(3)	Falcon Knight	Female/Lance/Flier/Beast	1	60	30	Hired Target |CONT| If this unit is attacking your opponent's Main Character, this unit gains +20 attack.	You won't regret it!|AUTO| When this unit is deployed by "Mercenary for Hire", draw 2 cards.	-	|ATK SUPP| Mercenary For Hire: [Flip 3 Bonds face-down] You may pay the cost, and if you do: When this combat ends, deploy this card tapped instead of sending it to the Retreat Area
Fiora, Caring Elder Sister	CC02	CC02-26.jpg	Purple	Custom	4(3)	Falcon Knight	Female/Lance/Flier/Beast	1	60	30	Ilian Pegasus Commander |AUTO| When this unit attacks, until the end of the turn, all <Flier> allies gain +10 attack.	Aerial Manoeuvres |CONT| All allies who are both <Flier> and <Beast> gain "Winged Deliverer" (Winged Deliverer |ACT| [Tap this unit] Choose 1 other ally, and move them.)	-	-
Florina, Tender Pegasus	CC02	CC02-27.jpg	Purple	Custom	4(3)	Falcon Knight	Female/Lance/Flier/Beast	1	60	30	Aerial Rescue |AUTO| When this unit is deployed, choose any number of other allies, and move them.	Shining Javelin |ACT| [Flip 1 Bond face-down] Until the end of the turn, this unit acquires range 1-2.	-	|DEF SUPP| Pegasus Intercept: [Flip 2 Bonds face-down] You may pay the cost, and if you do: When this combat ends, deploy this card in the Front Line instead of sending it to the Retreat Area
Mark, Mysterious Tactician	CC02	CC02-28.jpg	Purple	Custom	0	Tactician		-	0	20	Observer |CONT| If this unit is in the same Area as allied "Eliwood", "Hector", or "Lyn", enemies are unable to attack this unit.	Helpful Strategist |AUTO| [Once Per Turn] When allied "Eliwood", "Hector", or "Lyn" is attacking or is being attacked.  Until the end of combat, that ally gains +10 attack.	-	-
Mark, Mysterious Tactician+	CC02	CC02-28+.jpg	Purple	Custom	0	Tactician		-	0	20	Observer |CONT| If this unit is in the same Area as allied "Eliwood", "Hector", or "Lyn", enemies are unable to attack this unit.	Helpful Strategist |AUTO| [Once Per Turn] When allied "Eliwood", "Hector", or "Lyn" is attacking or is being attacked.  Until the end of combat, that ally gains +10 attack.	-	-
Pent, Skilled Magic Disciple	CC02	CC02-29.jpg	Purple	Custom	1	Mage	Male/Tome	1-2	30	20	Excellent Mage |AUTO| When this unit's attack destroys an enemy, draw 1 card. Choose 1 card from your hand and send it to the Retreat Area.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.
Pent, Loving Etrurian General	CC02	CC02-30.jpg	Purple	Custom	4(3)	Sage	Male/Tome	1-2	60	20	We fight together |CONT| If you have an allied "Louise", this unit and allied "Louise" gain +10 attack.	Mage's Prowess |AUTO| [Once Per Turn] When this unit's attack destroys a non-Main Character enemy, draw 1 card. If you do not have an allied "Louise", send 1 card from your hand to the Retreat Area.	-	-
Louise, Love-bound Lady	CC02	CC02-31.jpg	Purple	Custom	1	Archer	Female/Bow	2	30	20	Lovely Strike |AUTO| When this unit attacks, if you have an allied "Pent", until the end of combat, this unit gains +10 attack.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	|ATK SUPP| Cover Emblem: At the end of this combat, you may move your attacking unit.
Louise, Heartfelt Bow	CC02	CC02-32.jpg	Purple	Custom	4(3)	Sniper	Female/Bow	2	60	20	For My Love |CONT| If you have an allied "Pent", this unit may attack enemies regardless of range.	I'll support you|AUTO| When this unit's attack destroys an enemy, until the end of the turn, attacks from allied "Pent" cannot be evaded by non-Main Character enemies.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-
Legault, The Hurricane	CC02	CC02-33.jpg	Purple	Custom	1	Thief	Male/Sword	1	30	10	Thief Insight |AUTO| Each time  your opponent reveals a card from their Deck via a skill's effect, until the end of the turn, this unit gains +10 attack.	-	-	|ATK/DEF SUPP| Thief's Tricks: Reveal the topmost card of your opponent's Deck. You may send that card to the Retreat Area.
Legault, Deadly Fang	CC02	CC02-34.jpg	Purple	Custom	4(3)	Assassin	Male/Sword	1	70	10	Assassin's Intelligence |AUTO| [Once Per Turn] When an enemy attacks, you may reveal the topmost card of your opponent's deck. If you do: You may send that card to the Retreat Area	Black Fang Lethality |ACT| [Once Per Turn] [Flip 3 Bonds face-down, send 1 "Legault" from your hand to the Retreat Area] Choose 1 enemy, and destroy them.	-	-
Raven, Revenge-seeking	CC02	CC02-35.jpg	Purple	Custom	1	Mercenary	Male/Sword	1	40	10	Furious Blade |CONT| If this unit is attacking your opponent's Main Character, this unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.
Wallace, Knight of Caelin	CC02	CC02-36.jpg	Purple	Custom	1	Knight	Male/Lance/Armored	1	30	10	Hearty Armor Knight |AUTO| During your turn, if this unit is in the Front Line, this unit gains +10 attack.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-	|DEF SUPP| Defense Emblem: Until the end of this combat, your defending unit gains +20 attack.
Wallace, Battle-ready General	CC02	CC02-37.jpg	Purple	Custom	4(3)	General	Male/Lance/Armored	1	60	10	Fierce General |AUTO| When this unit is Class Changed into, untap this unit. Until the end of your opponent's turn, this unit gains +20 attack .	I'll take you down! |AUTO| When this unit is untapped, until the end of the turn, the number or Orbs this unit's attacks will destroy becomes 2.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-
Harken, Troubled Knight of Pherae	CC02	CC02-38.jpg	Purple	Custom	4(3)	Hero	Male/Sword	1	70	10	Renewed Promise |AUTO| [Flip 1 Bond face-down] When this unit is deployed, you may pay the cost and if you do: Choose 1 "Isadora" from your Retreat Area, and add it to your hand.	Devastating Brave Sword |AUTO| [Once Per Turn] When this unit's attack ends, untap this unit. Until the end of the turn, this unit loses -30 attack.	Selfless Sacrifice |AUTO| [Once Per Turn] [Flip 1 Bond face-down] When another ally is attacked, and if this unit is untapped, you may pay the cost and if you do: This unit becomes the target of that attack.	-
Isadora, Steward of Pherae	CC02	CC02-39.jpg	Purple	Custom	4(3)	Paladin	Female/Sword/Beast	1	70	10	Unforgotten Promise |AUTO| [Flip 1 Bond face-down] When this unit is deployed, you may pay the cost and if you do: Choose 1 "Harken" from your Retreat Area, and add it to your hand.	Pheraen Knight's Tactics |CONT| If a card supporting an ally has a Support Value of 10, that ally gains +10 attack.	Knightly Strategy |AUTO| [Once Per Turn] When an ally is moved by the effect of a skill, choose 1 ally, other than that ally. You may move that unit.	-
Geitz, Wandering Warrior	CC02	CC02-40.jpg	Purple	Custom	3(2)	Warrior	Male/Axe	1	60	10	Distaste for Decadence |AUTO| When this unit attacks an enemy with 100 or more attack, until the end of the combat, this unit gains +120 attack.	Iron Bow |ACT| [Flip 1 Bond face-down] Until the end of the turn, this unit acquires <Bow>, range 1-2, and the following skill: (Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack)	-	-
Lowen, Food-bearing Knight	CC02	CC02-41.jpg	Purple	Custom	4(3)	Paladin	Male/Lance/Beast	1	70	10	Healthy Meal |ACT| [Once Per Turn] Choose 1 other <Purple> ally. Until the end of the turn, that ally gains +20 attack.	Fulfilling Finish |AUTO| [Once Per Turn] [Flip 1 <Purple> Bond face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Draw 1 card.	Canto |AUTO| When this unit's attack ends, you may move this unit.	-
Linus, The Mad Dog	CC02	CC02-42.jpg	Purple	Custom	4(3)	Hero	Male/Axe	1	70	10	Mad Dog's Bite |CONT| If this unit is attacking, Support cards that do not possess a support skill fail to support the enemy.	-	-	|ATK SUPP| Treacherous Mad Dog: Your opponent's Support card fails to Support their non-Main Character unit.
Ninian, Sorrowful Dragonkin	CC02	CC02-43.jpg	Purple	Custom	3	Ice Dragon	Female/Dragonstone/Dragon	1	70	20	Draconic Power |AUTO| [Once Per Turn] When this unit attacks,  until the end of the turn, this unit gains +20 attack.	Desperate Feelings |AUTO| When this unit is in a different Area than your Main Character, move this unit.	Uncontrolled Power |CONT| This unit cannot Critical Hit or Evade.	-
Vaida, Dragon Fang General	CC02	CC02-44.jpg	Purple	Custom	5(4)	Wyvern Lord	Female/Lance/Flier/Dragon	1	70	30	Threatening Lancework |CONT| If this unit is attacking a non-<Flier> enemy, this unit gains +20 attack.	Wyvern General's Order |ACT| [Once Per Turn] Choose 1 card that is both <Flier> and <Dragon> with a Deployment Cost of 3 or lower from your hand, and deploy it.	-	-
Heath, Knight of a Scarred Homeland	CC02	CC02-45.jpg	Purple	Custom	4(3)	Wyvern Lord	Male/Lance/Flier/Dragon	1	60	30	Relentless Wyvern Knight |AUTO| When this unit attacks an enemy with 70 or higher attack, until the end of the combat, this unit gains +20 attack.	Wyvern Prowess |ACT| [Once Per Turn] [Flip 1 Bond face-down] Choose 1 non-"Heath" card that is both <Flier> and <Dragon> with a Deployent Cost of 3 or lower from your Retreat Area, and add it to your hand.	-	-
Rebecca, Inspired Villager	CC02	CC02-46.jpg	Purple	Custom	4(3)	Sniper	Female/Bow	2	60	20	I'll get this shot!|CONT| If this unit is in the Front Line, this unit's attacks cannot be evaded.	Moving Into Position |ACT| [Once Per Turn] Move this unit. This skill can only be used if this unit is untapped.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-
Bartre, Hotheaded Warrior	CC02	CC02-47.jpg	Purple	Custom	4(3)	Warrior	Male/Axe	1	70	10	Warrior's Strength |CONT| During your turn, this unit gains +10 attack	Reckless Axe |AUTO| [Send 1 card from your hand to the Retreat Area] When this unit's attack fails to destroy an enemy, if the defending unit is your opponent's Main Character, you may pay the cost and if you do: Choose 1 of your opponent's Orbs, and destroy it.	-	-
Dorcas, Fighting for Natalie	CC02	CC02-48.jpg	Purple	Custom	4(3)	Warrior	Male/Axe	1	70	10	Family Man |AUTO| [Once Per Turn] When another <Purple> ally is destroyed, until the end of your next turn, this unit gains +20 attack.	Protective Fighter |AUTO| [Once Per Turn] When another <Purple> ally is attacked, if this unit used "Family Man" this turn, this unit becomes the target of the attack instead.	Sturdy Tomahawk |ACT| [Flip 1 Bond face-down] Until the end of this turn, this unit acquires range 1-2.	-
Dorcas, Unfortunate Fighter	CC02	CC02-49.jpg	Purple	Custom	1	Fighter	Male/Axe	1	30	10	Fighter's Expertise |CONT| During your turn, this unit gains +20 attack.	Bad Mutton |AUTO| When this unit's attack ends, destroy this unit and draw 1 card.	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.
Merlinus, The Convoy	CC02	CC02-50.jpg	Purple	Custom	1	Transporter	Male	-	0	20	Stationary Tent |CONT| This unit cannot be moved.	Supply |ACT| [Tap this unit] Draw 1 card, choose 1 card from your hand and send it to the Retreat Area.	-	|ATK SUPP| Provision Emblem: [Flip 1 Bond face-down] if you have 4 or fewer cards in your hand, you may pay the cost and if you do: Draw 1 card.

Malledus, Strategist's Guidance	HZ01	HZ01-01.jpg	Red	Custom	2	Strategist	Male	-	10	20	An Offer of Help |ACT| [Tap this unit] Reveal the 3 topmost cards of your deck and stack them under this unit. Send those cards to the Retreat Area at the end of the turn.	Those Who Wish to Join Us |ACT| [Once per turn] [Flip 2 Bonds face-down, Declare "Wymp, "Laim", "Owend", "Auffle", "Lucer", "Rejek", or "Wiekin"] Choose 1 <Red> card stacked under this unit with a Deployment Cost less than or equal to the number of bonds you control. Until it leaves the battlefield its Unit Name becomes the declared name. Deploy it.	-	-
Merric, Altean Mage	HZ01	HZ01-02.jpg	Red	Custom	2	Mage	Male/Tome	1-2	40	20	To Help an Old Friend |AUTO| When this unit is deployed by a skill's effect, draw 1 card.	Study Abroad: |AUTO| At the start of your turn, you may return this unit to your hand.	-	-
Hardin, Leader of the Aurelian Resistance	HZ01	HZ01-03.jpg	Red	Custom	3(2)	Paladin	Male/Lance/Beast	1	60	10	Prince's Silver Sword |ACT| [Once per turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +20 attack and acquires <Sword>.	Coyote's Orders |AUTO| At the start of your turn, you may choose up to 1 <Beast> ally and move them.	-	-
Hardin, Coyote Prince of Orleans	HZ01	HZ01-04.jpg	Red	Custom	4(3)	Paladin	Male/Lance/Beast	1	70	10	Coyote's Hit and Run |ACT| [Once per turn] Choose up to 3 <Beast> allies and move them.	Crafty Lord of the Plains |AUTO| [Flip 1 Bond face-down] During your turn, each time this unit is moved by the cost or effect of a skill, you may pay the cost, and if you do, draw 1 card.	-	-
Wolf, Aurelian Hero	HZ01	HZ01-05.jpg	Red	Custom	4(3)	Horseman	Male/Bow/Beast	2	60	20	Captain of the Wolfguard |ACT| [Once per turn] [Send 1 card from your hand to the Retreat Area] Choose 1 "Sedgar", "Vyland", or "Roshea" from your hand and deploy it.	Horseman's Strength |AUTO| Each time this unit is moved by a skill's effect, until the end of the turn, this unit gains +20 Attack.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-
Sedgar, Aurelian Star	HZ01	HZ01-06.jpg	Red	Custom	4(3)	Horseman	Male/Bow/Beast	2	60	20	Wolfguard's Maintenance |ACT| [Once per turn] Choose 1 other ally. Choose 1 affinity between <Sword>, <Lance>, and <Axe>. Until the end of the turn, the chosen ally gains the chosen affinity and Range 1.	Horseman's Assistance |AUTO| [Once per turn] [Flip 1 Bond face-down] When this unit is moved by a skill's effect, you may pay the cost, and if you do: Choose 1 non-"Sedgar" <Beast> card from your Retreat Area, and add it to your hand.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-
Vyland, Aurelian Son	HZ01	HZ01-07.jpg	Red	Custom	3(2)	Paladin	Male/Lance/Beast	1	60	10	Wolfguard's First to Fight |AUTO| [Once per turn] When this unit's attack destroys an enemy, until the end of the turn, all other <Beast> allies gain +10 attack.	Aurelian Strike |AUTO| When this unit's attack ends, you may choose any number of other <Beast> allies who are in the Back Line and move them.	-	-
Roshea, Aurelian Hope	HZ01	HZ01-08.jpg	Red	Custom	3(2)	Paladin	Male/Lance/Beast	1	60	10	Wolfguard's Heart |ACT| Until the end of your opponent's next turn, <Beast> allies can't be destroyed by the effects of enemy skills.	Aurelian Hit and Run |AUTO| When this unit's attack ends, you may choose any number of other <Beast> allies in the Front Line and move them.	-	-
Nyna, Torn Between Duty and Heart	HZ01	HZ01-09.jpg	Red	Custom	2	Princess of Archanea	Female/Staff	-	20	20	Fire Emblem's Blessing |ACT| [Tap this unit, Flip 3 Bonds face-down, Send this unit to the Boundless Area] No ally can use "Fire Emblem's Blessing" again until the game is over. Your <Red> Main Character acquires the following skill: |CONT| This unit gains +10 attack.	Heart of Unspoken Feelings |CONT| Allied "Camus" and "Sirius" gain +10 attack.	-	-
Dolph, Green-Armored Guard	HZ01	HZ01-10.jpg	Red	Custom	1	Armor Knight	Male/Lance/Armored	1	30	10	Shield without a Spear |ACT| [Tap this unit] Choose other 1 ally. Until the end of your opponent's next turn, that unit acquires the following skill: [AUTO] Once per combat, when this unit is attacked, if you have an allied "Dolph" in the Front Line, allied "Dolph" is attacked instead of this unit.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-	|DEF SUPP| Defense Emblem Until the end of this combat, your defending unit gains +20 attack.
Dolph, Green-Armored Guard+	HZ01	HZ01-10+.jpg	Red	Custom	1	Armor Knight	Male/Lance/Armored	1	30	10	Shield without a Spear |ACT| [Tap this unit] Choose other 1 ally. Until the end of your opponent's next turn, that unit acquires the following skill: [AUTO] Once per combat, when this unit is attacked, if you have an allied "Dolph" in the Front Line, allied "Dolph" is attacked instead of this unit.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-	|DEF SUPP| Defense Emblem Until the end of this combat, your defending unit gains +20 attack.
Dolph, Spitting Image	HZ01	HZ01-11.jpg	Red	Custom	4(3)	General	Male/Lance/Armored	1	60	10	Two Protectors |CONT| If your Main Character is "Nyna" or "Macellan", if this unit is to be sent to the Retreat Area as the result of being destroyed by an enemy's attack, you may instead choose 1 of your Orbs and destroy it.	Strengthened Resolve to Protect |AUTO| [Once per turn] [Flip 2 Bonds face-down] When a non-Main Character <Red> ally is destroyed by an enemy's attack, you may pay the cost. If you do, and if you have 4 or fewer Orbs, you may add the topmost card of your deck to your Orbs.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-
Macellan, Pink-Armored Guard	HZ01	HZ01-12.jpg	Red	Custom	1	Armor Knight	Male/Lance/Armored	1	30	10	Bellowing Charge |CONT| If this unit is attacking an enemy with Deployment Cost 3 or higher, this unit gains +30 attack.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-	|DEF SUPP| Defense Emblem Until the end of this combat, your defending unit gains +20 attack.
Macellan, Pink-Armored Guard+	HZ01	HZ01-12+.jpg	Red	Custom	1	Armor Knight	Male/Lance/Armored	1	30	10	Bellowing Charge |CONT| If this unit is attacking an enemy with Deployment Cost 3 or higher, this unit gains +30 attack.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-	|DEF SUPP| Defense Emblem Until the end of this combat, your defending unit gains +20 attack.
Macellan, Dead Ringer	HZ01	HZ01-13.jpg	Red	Custom	4(3)	General	Male/Lance/Armored	1	60	10	Two Protectors |CONT| If your Main Character is "Nyna" or "Dolph", if this unit is to be sent to the Retreat Area as the result of being destroyed by an enemy's attack, you may instead choose 1 of your Orbs and destroy it.	Strengthened Resolve to Fight |CONT| During your turn, if this unit and allied "Dolph" are in the Front Line, this unit and allied "Dolph" gains +20 Attack.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-
Tomas, Quiet Bow	HZ01	HZ01-14.jpg	Red	Custom	2	Archer	Male/Bow	1-2	40	20	Hide Behind the Strong |CONT| If this unit is in the Back Line, this unit cannot be attacked.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	-
Camus, Knight of Many Aliases	HZ01	HZ01-15.jpg	Red	Custom	1	Cavalier	Male/Lance/Beast	1	40	10	Storied Past |SPEC| Treat this card as if its Unit Name is also "Zeke" and "Sirius".	Man Beneath the Mask |SPEC| While this card is stacked underneath a unit, treat that unit as if its Unit Name is also "Camus".	-	|ATK SUPP| Attack Emblem Until the end of this combat, your attacking unit gains +20 attack.
Camus, Great Sable Knight	HZ01	HZ01-16.jpg	Red	Custom	5(4)	Paladin	Male/Lance/Beast	1	70	10	Stone-Piercing Gradivus |ACT| [Once per turn] [Flip 1 <Red> Bond face down] Until the end of the turn, this unit gains +20 attack and range 1-2.	Divine Lance's Punishment |AUTO| When this unit attacks, if this unit's "Stone-Piercing Gradivus" has been used this turn, choose 1 enemy. Until the end of the turn, that unit loses -10 attack and its Deployment Cost becomes 1.	General of the Sable Order |AUTO| [Once per turn] [Flip 1 Bond face-down] When an ally's attack destroys an enemy with a Deployment Cost of 2 or lower, you may pay the cost, and if you do, choose up to 1 <Beast> card with a Deployment Cost of 4 or lower from your Retreat Area and deploy it.	-
Jiol, Altea's Ally	HZ01	HZ01-17.jpg	Red	Custom	1	Armor Knight	Male/Lance/Armored	1	30	10	Soldiers of Gra |CONT| During your turn, if you have 1 or more other <Lance> allies in the Front Line, this unit gains +20 attack.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-	|DEF SUPP| Defense Emblem Until the end of this combat, your defending unit gains +20 attack.
Jiol, Traitor King of Gra	HZ01	HZ01-18.jpg	Red	Custom	4(3)	General	Male/Lance/Armored	1	60	10	Sunset Betrayal |ACT| [Once per turn] [Destroy 1 other ally] Until the end of the turn, all allies in the Front Line gain +20 attack.	"I Don't Want to Die!" |AUTO| When this unit is attacked while you have no Orbs, choose 1 ally in the same area as this unit. That ally is attacked instead of this unit.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-
Ellerean, Thunder Sage	HZ01	HZ01-19.jpg	Red	Custom	4(3)	Bishop	Male/Tome	1-2	60	20	"I Still Have Much to Learn" |SPEC| [Flip 1 <Red> Bond face-down] When this card is sent from your hand to the Retreat Area by the cost or effect of a <Tome> ally's skill or "Magic Emblem" support skill, you may pay the cost, and if you do draw 1 card.	Pontifex's Thoron |ACT| [Flip 1 <Red> Bond face-down] Until the end of the turn, this unit gains +40 attack.	Star Shard of Aries |ACT| [Once per turn] Draw 1 card for each other ally. Send 1 card from your hand to the Retreat Area for each card drawn by the effect of this skill.	-
