Name	Set	Imagefile	Color	Rarity	Cost	Class	Type	Range	Attack	Support	Skill#1	Skill#2	Skill#3	Skill#4	
Noah, Vagrant Mercenary Knight	B21	B21-078HN_SAMPLE	Purple	HN	4(3)	Paladin	Male/Sword/Beast	1	70	10	Instruction on Fighting |ACT| [Once Per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +20 attack.	Confirming a Foe's Defeat |ACT| [Flip 1 Bond face-down] Until the end of the turn, this unit's attacks cannot be evaded by non-Main Character enemies.	Retreat in the Face of Adversity |ACT| [Flip 1 Bond face-down] Choose 1 ally who is in the Front Line, and move them.	-	
Noah, Member of the Knights of Ilia	B21	B21-079N_SAMPLE	Purple	N	1	Cavalier	Male/Sword/Beast	1	40	10	Mercenary Knight's Strategy |CONT| During your turn, if you have 1 or more other <Beast> allies, this unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Astolfo, Ostian Shadow	B21	B21-080HN_SAMPLE	Purple	HN	3	Thief	Male/Sword	1	50	10	Distinguished Spy |ACT| [Once Per Turn] Look at the topmost card of your Deck. You may send that card to the Retreat Area.	-	-	|ATK SUPP| Knight in the Shadows: If your attacking unit is <Purple> then at the end of this combat, you may deploy this card in the Back line instead of sending it to the Retreat Area.	
Fir, Devotee of the Endless Path of the Sword	B21	B21-081R_SAMPLE	Purple	R	4(3)	Swordmaster	Female/Sword	1	70	10	Heiress to the Legendary Name |ACT| [Once Per Turn] Reveal 4 cards from the top of your Deck. choose up to 1 enemy in the Back Line per "Fir" among the revealed cards, and move them. Send all the revealed cards to the Retreat Area.	"There is but one path of the sword." |CONT| If the card supporting an ally is a <Sword>, that ally gains +10 attack.	-	-	
Fir, She Who Lives for the Sword	B21	B21-082HN_SAMPLE	Purple	HN	3(2)	Swordmaster	Female/Sword	1	60	10	Teachings of the Myrmidons |CONT| If you have 2 or more <Sword Bond cards, this unit gains +10 attack, and this unit's attacks cannot be evaded by non-Main Character enemies.	-	-	|ATK SUPP| Maiden's Protection: Until the end of this combat, your <Sword> attacking unit gains +20 attack.	
Fir, Myrmidon of the Sword Princess's Blood	B21	B21-083N_SAMPLE	Purple	N	1	Myrmidon	Female/Sword	1	40	10	Training in the Arena |CONT| If the card supporting this unit is a <Sword>, this unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Shin, Falcon of Sacae	B21	B21-084N_SAMPLE	Purple	N	2	Nomad	Male/Bow/Beast	2	40	20	Canto |AUTO| When this unit's attack ends, you may move this unit.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	-	
Dayan, The Silver Wolf	B21	B21-085HN_SAMPLE	Purple	HN	4(3)	Nomadic Trooper	Male/Sword/Beast	1	70	20	Greatest Hero of the Plains |AUTO| When this unit is deployed, choose as many other <Beast> allies as you wish, and move them.	Chieftain oft he Kutolah |ACT| [Once Per Turn] [Flip 1 Bond face-down] Choose 1 card with a Deployment Cost of 2 or lower that is both <Bow> and <Beast> from your Retreat Area, and deploy it.	Canto |AUTO| When this unit's attack ends, you may move this unit.	-	
Juno, For a World Without War	B21	B21-086HN_SAMPLE	Purple	HN	3(2)	Falcon Knight	Female/Lance/Flier/Beast	1	50	30	Ice-Shrouded Lance |CONT| If this unit is attacking a <Tome>, this unit gains +20 attack.	Javelin |ACT| [Flip 1 Bond face-down] Until the end of the turn, this unit acquires range 1-2.	-	-	
Juno, Motherly Knight Sister	B21	B21-087N_SAMPLE	Purple	N	1	Pegasus Knight	Female/Lance/Flier/Beast	1	30	30	Winged Deliverer |ACT| [Tap this unit] Choose 1 other ally, and move them.	-	-	|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally.	
Murdock, The Kingdom's Mightiest General	B21	B21-088HN_SAMPLE	Purple	HN	5(4)	General	Male/Axe/Armored	1	60	10	Blacksteel Tomahawk |ACT| [Once Per Turn] [Flip 2 Bonds face-down] Until the end of your opponent's next turn, this unit gains +20 attack, and acquires range 1-2.	Loyal Vassal of Bern |CONT| All allies who are both <Flier> and <Dragon> gain +20 attack.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-	
Poe, Judgement Rider	B21	B21-089HN_SAMPLE	Purple	HN	4(3)	Valkyrie	Female/Tome/Beast	1-2	60	20	"Repent before the wrath of the gods." |ACT| [Flip 2 Bonds face-down] Choose 1 non-Main Character enemy with a Deployment Cost of 3 or lower, and destroy them.	"Onward to the next sinner." |AUTO| [Once Per Turn] When an enemy is destroyed, you may move this unit.	-	-	
Poe, Love Evangelist	B21	B21-090N_SAMPLE	Purple	N	1	Troubadour	Female/Staff/Beast	-	30	20	"Be grateful for the grace of the gods." |ACT| [Tap this unit] Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.	-	-	|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot Critical Hit.	
Peony, Sweet Dream-Bringing Lass	B21	B21-091SR_SAMPLE	Colorless	SR	3	Elf	Female/Tome/Flier	1-2	40	30	"I'll see you in your dreams." |SPEC| If you have 5 or more Bond cards, the Deployment Cost of this card while in your hand becomes 0.	"Welcome to Ljosalfheimr, the realm of dreams." |AUTO| When this unit is deployed, if you have 3 or more face-up Bond cards, draw 1 card.	"A sweet dream for you..." |ACT| [Tap this unit] Choose 1 other ally. Until the end of the turn, that ally gains +20 attack.	-	
Peony, Sweet Dream-Bringing Lass+	B21	B21-091SRplus_SAMPLE	Colorless	SR+	3	Elf	Female/Tome/Flier	1-2	40	30	"I'll see you in your dreams." |SPEC| If you have 5 or more Bond cards, the Deployment Cost of this card while in your hand becomes 0.	"Welcome to Ljosalfheimr, the realm of dreams." |AUTO| when you deploy this unit, if you have 3 or more face-up Bond cards, draw 1 card.	"A sweet dream for you..." |ACT| [Tap this unit] Choose 1 other ally. Until the end of the turn, that ally gains +20 attack.	-	
Peony, Friend in a Dream	B21	B21-092N_SAMPLE	Colorless	N	2	Elf	Female/Tome/Flier	1-2	30	30	"Nap time!" |ACT| [Once Per Turn] [Flip 1 Bond face-down] If you have fewer Bond cards than your opponent, choose 1 card from your hand, and place it in your Bond Area.	Flower of Joy |ACT| [Tap this unit] Until the end of the turn, your Main Character gains +10 attack.	-	-	
Peony, Elf from the Land of Dreams	B21	B21-093HN_SAMPLE	Colorless	HN	1	Elf	Female/Tome/Flier	1-2	20	30	Gentle Dream |ACT| [Tap this unit, Flip 1 Bond face-down] Choose 1 ally with a Deployment Cost of 1 who has attacked in this turn, and untap them.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.	
Sharena, Spear Princess in the Elf World	B21	B21-094R_SAMPLE	Colorless	R	3	Princess	Female/Lance	1	60	20	Unsullied Golden Lance |CONT| If you have 3 or more face-up Bond cards, this unit gains +10 attack.	Free Fighting Style |ACT| [Send 1 card from your hand to the Retreat Area] Choose 1 non-Main Character enemy, and move them.	Friendly with an Elf |ACT| [Once Per Turn] Untap allied "Peony".	-	
Sharena, To the Sleeping World	B21	B21-095N_SAMPLE	Colorless	N	1	Princess	Female/Lance	1	40	20	Messenger from the Land of Dreams |ACT| [Tap This Unit, Send 1 card from your hand to the Retreat Area] Choose 1 "Peony" from your Retreat Area, and add it to your hand.	-	-	|DEF SUPP| Solidarity Emblem: Until the end of this combat, your defending unit with a <Symbol> gains +10 attack.	
Triandra, Messenger of Nightmares	B21	B21-096R_SAMPLE	Colorless	R	3	Elf	Female/Tome/Flier	1-2	40	30	Bringer of Nightmares |SPEC| If your opponent has 5 or more Bond cards, the Deployment Cost of this card while in your hand becomes 0.	Unending Nightmare |ACT| [Tap this unit, Flip 1 Bond face-down] Choose 1 of your opponent's Bond cards, and flip it face-down. If you have fewer Bond cards than your opponent, choose 1 of your Bond cards, and flip it face-up.	Dokkalfr of Dreams |CONT| If this unit is in the Back Line, enemies with Deployment Cost of 5 or higher cannot attack this unit	-	
Triandra, Elf from the Nightmare Realm	B21	B21-097N_SAMPLE	Colorless	N	1	Elf	Female/Tome/Flier	1-2	20	30	Frightful Dream |ACT| [Tap this unit, Flip 3 Bonds face-down] Choose 1 ally who has attacked in this turn, and untap them.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.	
Plumeria, Desire-Gratifying Nightmare	B21	B21-098HN_SAMPLE	Colorless	HN	2	Elf	Female/Tome/Flier	1-2	30	30	Flower of Plenty |AUTO| [Tap this unit] When this unit is deployed, you may pay the cost and if you do: Choose 1 non-Main Character enemy with a Deployment Cost of 1, and destroy them.	"Utterly shameless!" |CONT| Your opponent cannot deploy cards with a Deployment Cost of 5 or higher.	-	-	
Plumeria, Elf of Lewd Dreams	B21	B21-099N_SAMPLE	Colorless	N	1	Elf	Female/Tome/Flier	1-2	20	30	Sweet Dreams |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 ally with 50 attack or lower who has attacked in this turn, and untap them.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.	
Freyr, Dream-Governing God	B21	B21-100HN_SAMPLE	Colorless	HN	0	Elf King	Male/Flier	-	0	30	Ruler of the Realm of Fantasy |ACT| [Tap this unit, Flip 1 Bond face-down] Choose 1 enemy who has 80 attack. Until the end of your opponent's next turn, that enemy cannot be untapped.	God of Plenty |SPEC| When a card is placed in your opponent's Bond Area via the effect of a Support Skill, you may place this card from your hand in your Bond Area. If you do, draw 1 card.	-	-	
Byleth (Female), Hearer of the Goddess's Voice	B21	B21-101HR_SAMPLE	Brown	HR	4(3)	Swordmaster	Female/Sword	1	70	20	Battlefield Recruitment |CONT| During your turn, you may deploy cards with a Deployment Cost of 2 or lower that successfully support this unit instead of sending them to the Retreat Area.	Ruptured Heaven |ACT| [Once Per Turn] [Send 1 card from your hand to the Retreat Area] Choose 1 non-Main Character <Dragon> enemy, and destroy them.	-	-	
Roy, Darkness-Defying Fire	B21	B21-102HR_SAMPLE	Purple	HR	4(3)	Great Lord	Male/Sword	1	70	20	Future-Illuminating Blade |ACT| [Once Per Turn] Reveal the 3 topmost cards of your Deck. Choose 1 <Purple> card among the revealed cards, place it on top of your Deck, and send the rest to the Retreat Area.	The Hope of Elibe |CONT| If this unit is in the Front Line, all <Purple> allies cannot be destroyed by the cost or effect of skills.	-	-	
Anna, Veteran Commander	B21	B21-103HR_SAMPLE	Colorless	HR	4	Agent	Female/Axe	1	70	20	"We will triumph!" |SPEC| If you have an allied "Anna", the Deployment Cost of this card while in your hand is reduced by 1.	"I'll train you hard!" |ACT| [Once Per Turn] Choose 1 other ally. Until the end of your opponent's next turn, that ally gains +10 attack.	Annas From 100 Worlds |SPEC| You may deploy this card even if you already have an allied "Anna" and you may have 2 or more allied "Anna" at once.	-	
Marth, Lightbringing Hero-King	B22	B22-001SR_SAMPLE	Red	SR	5(4)	Lodestar	Male/Sword	1	70	20	The Hero-King's Command |CONT| If this unit is your Main Character, all allies gain +10 attack.	"Glory to our star and savior!" |AUTO| [Once Per Turn] [Flip 3 Bonds face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Untap all allies.	Falchion |CONT| If this unit is attacking a <Dragon>, this unit gains +20 attack.	-	
Marth, Lightbringing Hero-King+	B22	B22-001SRplus_SAMPLE	Red	SR+	5(4)	Lodestar	Male/Sword	1	70	20	The Hero-King's Command |CONT| If this unit is your Main Character, all allies gain +10 attack.	"Glory to our star and savior!" |AUTO| [Once Per Turn] [Flip 3 Bonds face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Untap all allies.	Falchion |CONT| If this unit is attacking a <Dragon>, this unit gains +20 attack.	-	
Alm, Hero-King of the Land of the Gods	B22	B22-002SR_SAMPLE	Red	SR	4(3)	Hero	Male/Sword	1	70	20	Founder of a Thousand-Year Dynasty |ACT| [Once Per Turn] [Send 1 card from your hand to the Retreat Area] Until the end of the turn, all allies gain +10 attack. If you have 1 or more other Levelled Up <Red> allies, draw 1 card.	Prosperity-Bringing Strength and Love |CONT| The Class Change cost of <Red> cards in your hand is reduced by 1. However, the Class Change cost cannot be reduced to lower than 1.	-	-	
Sigurd, Holy Honor-Imparting Knight	B22	B22-003SR_SAMPLE	Yellow	SR	5(4)	Knight Lord	Male/Sword/Beast	1	70	20	Bond with the Future |AUTO| When this unit is Class Changed into, you may choose 1 card from your Retreat Area, and place it in your Bond Area.	God of Light's Tyrfing |ACT| [Once Per Turn] [Flip 1 "Sigurd" or "Seliph" Bond face-down] Choose 1 ally. Until the end of your opponent's next turn, that ally gains +30 attack.	Feelings that Transcend Time |CONT| If you have 7 or more Bond cards, this unit's "God of Light's Tyrfing" loses [Once Per Turn].	-	
Sigurd, Holy Honor-Imparting Knight+	B22	B22-003SRplus_SAMPLE	Yellow	SR+	5(4)	Knight Lord	Male/Sword/Beast	1	70	20	Bond with the Future |AUTO| When this unit is Class Changed into, you may choose 1 card from your Retreat Area, and place it in your Bond Area.	God of Light's Tyrfing |ACT| [Once Per Turn] [Flip 1 "Sigurd" or "Seliph" Bond face-down] Choose 1 ally. Until the end of your opponent's next turn, that ally gains +30 attack.	Feelings that Transcend Time |CONT| If you have 7 or more Bond cards, this unit's "God of Light's Tyrfing" loses [Once Per Turn].	-	
Leif, Brave Realm-Saving, Woe-Allaying Prince	B22	B22-004SR_SAMPLE	Yellow	SR	4(3)	Prince	Male/Sword	1	70	20	His Light Princess Mother's Sword |ACT| [Flip 1 Bond face-down] Until the end of the turn, this unit acquires <Tome> and range 1-2.	His Brave Knight Father's Blood |ACT| [Once Per Turn] [Flip 1 Bond face-down] Choose 1 <Yellow> card from your hand, and deploy it. This skill can only be used if you have 6 or more Bond cards.	Unifying Men of Purpose |ACT| [Once Per Turn] Choose 1 of your Bond cards, and add it to your hand. This skill can only be used if you have 8 or more Bond cards.	-	
Roy, Evil Star-Scorching Binding Flame	B22	B22-005SR_SAMPLE	Purple	SR	5(4)	Great Lord	Male/Sword	1	70	X	Binding Blade, Vessel of Fire |ACT| [Once Per Turn] [Place 1 card from your hand on top of your Deck] Until the end of your opponent's next turn, this unit gains +10 attack, and acquires range 1-2.	Light-Guiding Blade |AUTO| At the end of your turn, if this unit has used "Binding Blade, Vessel of Fire" in this turn, you may draw 1 card.	-	|ATK/DEF SUPP| Bravely Charging Lion: Until the end of this combat, this card's Support value is equal to the Deployment Cost of your opponent's unit in combat x 10.	
Roy, Evil Star-Scorching Binding Flame+	B22	B22-005SRplus_SAMPLE	Purple	SR+	5(4)	Great Lord	Male/Sword	1	70	X	Binding Blade, Vessel of Fire |ACT| [Once Per Turn] [Place 1 card from your hand on top of your Deck] Until the end of your opponent's next turn, this unit gains +10 attack, and acquires range 1-2.	Light-Guiding Blade |AUTO| At the end of your turn, if this unit has used "Binding Blade, Vessel of Fire" in this turn, you may draw 1 card.	-	|ATK/DEF SUPP| Bravely Charging Lion: Until the end of this combat, this card's Support value is equal to the Deployment Cost of your opponent's unit in combat x 10.	
Eliwood, Calamity-Cleaving Blade	B22	B22-006SR_SAMPLE	Purple	SR	5(4)	Knight Lord	Male/Sword/Beast	1	70	20	Soul-Inheriting Blazing Sword |ACT| [Tap 1 other ally] Until the end of the turn, this unit gains +10 attack, and the number of Orbs that his attack will destroy is increased by 1.	He Who is Guided by Fate |AUTO| When this unit's attack is evaded, you may deploy your Support card.	-	-	
Eirika, Princess of Kindness and the Storm Blade	B22	B22-007SR_SAMPLE	Purple	SR	4(3)	Great Lord	Female/Sword/Beast	1	70	20	The Kind Princess's Holy Prayer |ACT| [Once Per Turn] Draw 1 card. This skill can only be used if 3 or more allies, including this unit, are in the Front Line.	The Brave King's Formation |AUTO| [Once Per Turn] When a card is played in your Support Area, if that card has the same Unit Name as your unit in combat, you may send that card to the Retreat Area. If you do, play the topmost card of your Deck in the Support Area.	-	-	
Ike, Hero of Radiance and the Sacred Blade	B22	B22-008SR_SAMPLE	Green	SR	4(3)	Lord	Male/Sword	1	70	20	Legendary Ragnell |CONT| During your turn, this unit gains +10 attack per other <Green> ally.	Aether, the Occult Skill |AUTO| When this unit is attacking your opponent's Main Character, if this unit has 100 or higher attack, choose 1 non-Main Character enemy, and destroy them.	Moment of Fate |CONT| If there are no non-Main Character enemies, your opponent's Main Character becomes the enemy who can be destroyed by this unit's "Aether, the Occult Skill".	-	
Ike, Hero of Radiance and the Sacred Blade+	B22	B22-008SRplus_SAMPLE	Green	SR+	4(3)	Lord	Male/Sword	1	70	20	Legendary Ragnell |CONT| During your turn, this unit gains +10 attack per other <Green> ally.	Aether, the Occult Skill |AUTO| When this unit is attacking your opponent's Main Character, if this unit has 100 or higher attack, choose 1 non-Main Character enemy, and destroy them.	Moment of Fate |CONT| If there are no non-Main Character enemies, your opponent's Main Character becomes the enemy who can be destroyed by this unit's "Aether, the Occult Skill".	-	
Micaiah, Priestess Shrouded in Dawn's Light	B22	B22-009SR_SAMPLE	Green	SR	5(3)	Light Priestess	Female/Tome	1-2	60	20	Dawn-Desiring Heart |ACT| [Once Per Turn] [Stack 1 "Micaiah" from your Retreat Area under this unit to Growth her] Until the end of the turn, this unit gains +30 attack. (A unit who has Growthed is treated as a Leveled Up unit.)	Hopeful Prayer Ritual |AUTO| Each time this unit Growths, if you have 4 or fewer cards in your hand, draw 1 card.	-	-	
Chrom, Fate-Changing Exalt	B22	B22-010SR_SAMPLE	Blue	SR	4(3)	Great Lord	Male/Sword	1	70	20	"We'll change fate!" |AUTO| [Flip 1 Bond face-down, Send 1 card from your hand to the Retreat Area] At the start of your Deployment Phase, you may pay the cost and if you do: Choose 1 <Blue> card with a Deployment Cost of 2 or lower from your Retreat Area, and deploy it.	"Our bond is eternal." |AUTO| [Once Per Turn] When a <Blue> card is stacked on top of an other ally to Class Change them, draw 1 card. This skill only triggers if this unit is in the Front Line.	-	-	
Corrin (Male), Divine Son Choosing His Own Path	B22	B22-011SR_SAMPLE	White/Black	SR	5(4)	Hoshido Noble	Male/Sword	1	70	20	[DV] Heaven and Earth Aquake |ACT| [Once Per Turn] [Flip 1 Orb face-up] Choose as many enemies who are in the Back Line as you wish, and move them.	Vallite Omega Yato |CONT| This unit gains +10 attack per face-up Orb that you possess.	Inexhaustible Dragon Power |ACT| [Once Per Turn] [Flip 2 Bonds face-down] If you have 2 or fewer Orbs, choose 1 card from your hand, and add it to your Orbs.	-	
Alfonse, Hero-Commanding Prince	B22	B22-012SR_SAMPLE	Colorless	SR	X	Lord	Male/Sword	1	70	20	Gateway |SPEC| This unit's Deployment Cost is equal to the number of Orbs you have x1. (If you have no Orbs, it becomes 0.)	Pride of the Order of Heroes |CONT| If you have 3 or more face-up Bond cards, this unit gains +10 attack.	Golden Shield With the Family Sigil |ACT| [Once Per Turn] Until the end of your opponent's next turn, your Main Character cannot be destroyed by enemies with a Deployment Cost of 2 or lower.	-	
Alfonse, Hero-Commanding Prince+	B22	B22-012SRplus_SAMPLE	Colorless	SR+	X	Lord	Male/Sword	1	70	20	Gateway |SPEC| This unit's Deployment Cost is equal to the number of Orbs you have x1. (If you have no Orbs, it becomes 0.)	Pride of the Order of Heroes |CONT| If you have 3 or more face-up Bond cards, this unit gains +10 attack.	Golden Shield With the Family Sigil |ACT| [Once Per Turn] Until the end of your opponent's next turn, your Main Character cannot be destroyed by enemies with a Deployment Cost of 2 or lower.	-	
Byleth (Male), Heritor of the Progenitor God's Power	B22	B22-013SR_SAMPLE	Brown	SR	5(4)	Enlightened One	Male/Sword	1	70	20	Sublime Heaven |ACT| [Once Per Turn] [Flip 1 <Brown> Bond card face-down] Until the end of the turn, this unit gains +30 attack, and acquires range 1-2.	God's Heartbeat |AUTO| At the end of your turn, if you have used a [CP] from your hand 1 or more times in this turn, reveal the topmost card of your Deck, and place it in your Bond Area.	-	-	
Byleth (Male), Heritor of the Progenitor God's Power+	B22	B22-013SRplus_SAMPLE	Brown	SR+	5(4)	Enlightened One	Male/Sword	1	70	20	Sublime Heaven |ACT| [Once Per Turn] [Flip 1 <Brown> Bond card face-down] Until the end of the turn, this unit gains +30 attack, and acquires range 1-2.	God's Heartbeat |AUTO| At the end of your turn, if you have used a [CP] from your hand 1 or more times in this turn, reveal the topmost card of your Deck, and place it in your Bond Area.	-	-	
Marth, Heir to the Fire Emblem	B22	B22-014N_SAMPLE	Red	N	1	Lord	Male/Sword	1	40	20	Fate of Light |CONT| During your turn, if there are more allies than enemies, this unit gains +10 attack.	-	-	|ATK SUPP| Hero Emblem: Until the end of this combat, the number of Orbs that your <Red> attacking unit's attack will destroy becomes 2.	
Caeda, Wings Linking the World with Love	B22	B22-015R_SAMPLE	Colorless	R	5(4)	Falcon Knight	Female/Lance/Flier/Beast	1	60	30	Knights Soaring in the Blue |CONT| During your turn, this unit gains +10 attack per other <Flier> ally.	Triangle Attack of Love |ACT| [Tap 2 other <Flier> allies] Until the end of the turn, this unit's attacks cannot be evaded.	-	-	
Cain, Blazing Knight of Crimson Flame	B22	B22-016HN_SAMPLE	Colorless	HN	4(3)	Paladin	Male/Sword/Beast	1	70	10	Red Knights Brimming with Fighting Spirit |ACT| [Once Per Turn] [Flip 1 Bond face-down] Choose 1 "Naoise", "Alen", "Kent", "Forde", "Kieran", or "Sully" from your hand, and deploy it.	"Now! Strike down our liege's enemies!" |ACT| [Once Per Turn] Choose as many allies who are in the Back Line as you wish, and move them. This skill can only be used if you have 1 or more other <Beast> allies.	-	-	
Abel, Sprouting Knight of Verdant Lea	B22	B22-017HN_SAMPLE	Colorless	HN	4(3)	Paladin	Male/Lance/Beast	1	70	10	Green Knights Gallantly Galloping |ACT| [Once Per Turn] [Flip 1 Bond face-down] Choose 1 "Alec", "Lance", "Sain", "Kyle", "Oscar", or "Stahl" from your hand, and deploy it.	"Now! Protect our liege!" |ACT| [Once Per Turn] Choose as many allies who are in the Front Line as you wish, and move them. This skill can only be used if you have 1 or more other <Beast> allies.	-	-	
Wrys, Healing Altean Curate	B22	B22-018N_SAMPLE	Colorless	N	2	Curate	Male/Staff	-	40	20	"Blessings of the gods upon you." |ACT| [Tap this unit] If, between each player's Main Characters, only your opponent's Main Character is Levelled Up, then until the end of your opponent's next turn, your Main Character gains +30 attack.	Healing Vulnerary |ACT| [Flip 2 Bonds face-down, Destroy this unit] Choose 1 non-"Wrys" card from your Retreat Area, and add it to your hand.	-	-	
Tiki, Legendary Dragon	B22	B22-019HN_SAMPLE	Colorless	HN	5	Manakete	Female/Dragonstone/Dragon/Armored	1	60	20	With Everyone! |SPEC| If you have as many or fewer Bond cards than your opponent, the Deployment Cost of this card while in your hand is reduced by 3.	Divine Mist |CONT| If this card is battling an enemy with a Deployment Cost of 5 or higher, this unit gains +60 attack.	-	-	
Kris (Female), Another Hero	B22	B22-020R_SAMPLE	Red	R	4(3)	Guardian Knight	Female/Sword	1	70	20	[HS] Fated Moment of Change |ACT| Choose 1 <Red> ally, and transfer Main Character status from your <Red> Main Character to that ally. Until the end of the turn, you may not use "Fated Moment of Change".	Shadow Supporting the Hero-King |AUTO| [Once Per Turn] When an other ally is deployed, until the end of your opponent's next turn, that ally gains +10 attack.	With Pleasure and Pain Both |ACT| [Once Per Turn] [Flip 2 Bonds face-down] Choose 1 card with the same Unit Name as your Main character from your Retreat Area, and add it to your hand.	-	
Kris (Female), Young Knight Candidate	B22	B22-021N_SAMPLE	Red	N	1	Squire	Female/Sword	1	40	20	Leader of the 7th Platoon |CONT| If this unit is attacking an enemy with a Deployment Cost of 2 or lower, this unit gains +10 attack.	-	-	|ATK SUPP| Tandem Emblem: Until the end of this combat, your <Red> attacking unit gains +10 attack.	
Medeus, Resurrected Shadow Dragon	B22	B22-022R_SAMPLE	Red	R	7	Shadow Dragon	Male/Dragonstone/Dragon	1-2	100	0	Sacrifice the Light, Revive the Shadow |SPEC| If your Main Character is destroyed while you have no Orbs, you may reveal this card from your hand and deploy it instead of losing the game. If you do, send all other allies to the Retreat Area, and transfer Main Character status to this unit. Until the end of the game, you cannot transfer Main Character status.	Revels |ACT| [Once Per Turn] [Send 1 Bond card to the Boundless Area] Draw 1 card.	-	-	
Alm, Moment of Embarkation	B22	B22-023N_SAMPLE	Red	N	1	Fighter	Male/Sword	1	40	20	With Hope In His Heart |CONT| If you have 2 or more other <Red> allies, this unit gains +10 attack.	-	-	|ATK SUPP| Hero Emblem: Until the end of this combat, the number of Orbs your <Red> attacking unit's attack will destroy becomes 2.	
Claud, Holy Staff-Inheriting High Priest	B22	B22-032HN_SAMPLE	Yellow	HN	4(3)	High Priest	Male/Tome	1-2	60	20	Resurrecting Valkyrie |ACT| [Once Per Turn] [Flip 2 Bonds face-down] Choose 1 card from your Boundless Area, and add it to your hand. If there are no cards in your Boundless Area, draw 1 card instead.	A Prayer to Bragi |CONT| Enemies who are attacking your <Yellow> Main Character cannot Critical Hit.	-	-	
Celica, Noble Warrior Queen	B22	B22-024HN_SAMPLE	Red	HN	3(4)	Rigain	Female/Tome	1-2	50	20	Superhuman Love |AUTO| When this unit is Class Changed into, draw 3 cards. Choose 2 card from your hand, and send them to the Retreat Area. This skill cannot trigger if Class Changed by a skill's effect.	Queen's Aura |ACT| [Once Per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +20 attack.	-	-	
Tobin, Bow Knight Hiding Destructive Power	B22	B22-025HN_SAMPLE	Red	HN	3(4)	Oliphantier	Male/Bow/Beast	1-3	40	20	Explosive Flaming Arrow |AUTO| When this unit is Class Changed into, choose as many non-Main Character enemies with a Deployment Cost of 3 or lower as you wish, and destroy them. This skill cannot trigger if Class Changed by a skill's effect.	Strength of a Giant Raging Elephant |ACT| [Once Per Turn] [Flip 1 <Red> Bond face-down] Until the end of the turn, this unit gains +30 attack.	-	-	
Silque, Goddess-Serving Cleric	B22	B22-026N_SAMPLE	Red	N	2	Cleric	Female/Tome	1-2	40	20	Warp, White Magic |ACT| [Tap this unit] Choose 1 other <Red> ally, and move them.	Unclouded Faith |ACT| [Once Per Turn] Choose 1 <Red>ally who is Levelled Up. Until the end of your opponent's next turn, that ally cannot be destroyed by the cost or effect of skills.	-	-	
Valbar, Lion-Shielded Armored Warrior	B22	B22-027HN_SAMPLE	Red	HN	4(5)	Spartan	Male/Lance/Armored	1	60	10	Phalanx |AUTO| When this unit is Class Changed into, Choose up to 3 cards with a Deployment Cost of 1 from your Retreat Area, and deploy them.This skill cannot trigger if Class Changed by a skill's effect.	Legendary Might |ACT| [Send 1 card from your hand to the Retreat Area] Until the end of the turn, this unit gains +60 attack.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-	
Sigurd, Lordling of the Blood of Baldr	B22	B22-028N_SAMPLE	Yellow	N	1	Lord	Male/Sword	1	40	20	Descendant of a Crusader |AUTO| [Once Per Turn] When a "Sigurd" is placed into your Bond Area, you may choose 1 non-Main Character enemy, and move them.	-	-	|ATK SUPP| Hero Emblem: Until the end of this combat, the number of Orbs your <Yellow> attacking unit's attack will destroy becomes 2.	
Deirdre, Saint of the Blood of Loptr	B22	B22-029N_SAMPLE	Yellow	N	2	Priestess	Female/Tome	1-2	40	20	Unforgettable Feelings |ACT| [Once Per Turn] [Send 1 <Yellow> Bond card to the Retreat Area] Choose 1 "Sigurd" from your Retreat Area, and place it in your Bond Area.	Darkness-Harboring Priestess |AUTO| [Once Per Turn] When a enemy is deployed via a skill's effect, you may tap that enemy.	-	-	
